IN3,IN2,IN1,IN0,PP,PG,VP,VG,R4,Slope,Anomaly,AffectedComponent,Situation,OperationalScenario,CombinedAffectedComponent,CombinedSituation 
0,0,1,1,0,1,0,0,1047,0.12340425531914893,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1060,0.21818181818181817,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1060,0.11715481171548117,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1052,0.04932735426008968,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1049,0.07623318385650224,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1063,0.20673076923076922,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1051,0.16145833333333334,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1052,0.028985507246376812,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1052,0.10144927536231885,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1071,0.178743961352657,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1080,0.1875,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1060,0.0,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1070,0.05813953488372093,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1091,0.22674418604651161,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1079,0.17341040462427745,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1081,0.09574468085106383,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1087,0.19148936170212766,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1102,0.26595744680851063,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1101,0.26063829787234044,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1086,0.0797872340425532,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1089,0.047872340425531915,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1101,0.17446808510638298,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1089,0.08085106382978724,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1099,0.03404255319148936,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1118,0.16595744680851063,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1120,0.16595744680851063,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1103,0.06779661016949153,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1120,0.07627118644067797,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1128,0.11392405063291139,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1119,0.12890625,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1107,0.07468879668049792,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1120,0.09844559585492228,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1134,0.22842639593908629,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1119,0.09389671361502347,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1125,0.03553299492385787,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1140,0.10152284263959391,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1150,0.23979591836734693,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1131,0.05612244897959184,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1129,0.005128205128205128,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1148,0.15104166666666666,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1147,0.20833333333333334,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1137,0.08173076923076923,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1146,0.058823529411764705,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1143,0.1276595744680851,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1148,0.11330049261083744,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1150,0.04878048780487805,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1148,-0.008968609865470852,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1168,0.1778846153846154,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1146,0.08854166666666667,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1157,0.05084745762711865,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1168,0.109375,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1159,0.10628019323671498,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1178,0.16666666666666666,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1170,0.12980769230769232,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1165,0.08173076923076923,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1180,0.15789473684210525,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1181,0.17553191489361702,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1178,0.05319148936170213,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1179,0.16176470588235295,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1178,0.0958904109589041,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1196,0.12612612612612611,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1193,0.1642512077294686,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1185,0.03398058252427184,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1196,0.1262135922330097,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1193,0.13592233009708737,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1218,0.18446601941747573,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1196,0.07853403141361257,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1196,0.08737864077669903,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1213,0.1650485436893204,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1218,0.21052631578947367,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1204,0.0427807486631016,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1206,0.06403940886699508,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1214,0.14285714285714285,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1234,0.18719211822660098,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1218,0.12315270935960591,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1222,0.0182648401826484,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1234,0.18719211822660098,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1220,0.1276595744680851,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1235,0.11702127659574468,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1231,0.06372549019607843,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1245,0.21808510638297873,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1237,0.18023255813953487,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1237,0.13142857142857142,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1253,0.10857142857142857,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1252,0.18888888888888888,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1245,0.1402439024390244,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1253,0.09743589743589744,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1252,0.1523809523809524,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1264,0.1380952380952381,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1264,0.15714285714285714,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1272,0.11946902654867257,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1273,0.1592920353982301,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1256,0.0794979079497908,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1258,0.02092050209205021,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1285,0.1506849315068493,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1269,0.10212765957446808,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1264,0.04680851063829787,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1279,0.1232876712328767,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1286,0.1004566210045662,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1291,0.1232876712328767,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1274,0.0091324200913242,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1280,0.034482758620689655,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1303,0.2315270935960591,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1292,0.16748768472906403,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1284,-0.0049261083743842365,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1292,0.11330049261083744,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1290,0.12807881773399016,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1295,0.07881773399014778,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1296,0.04926108374384237,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1295,0.019704433497536946,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1323,0.2413793103448276,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1309,0.14215686274509803,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1303,0.0,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1306,0.07407407407407407,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1306,0.1,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1314,0.1,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1331,0.18636363636363637,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1319,0.1016949152542373,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1322,0.11016949152542373,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1323,0.12669683257918551,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1336,0.058823529411764705,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1328,0.07116104868913857,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1350,0.18725099601593626,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1334,0.10526315789473684,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1335,0.12340425531914893,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1336,0.08270676691729323,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1342,0.041353383458646614,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1356,0.13909774436090225,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1357,0.14,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1344,0.08974358974358974,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1344,0.03418803418803419,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1371,0.21182266009852216,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1358,0.0365296803652968,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1358,0.1095890410958904,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1362,0.11538461538461539,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1372,0.17733990147783252,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1378,0.17475728155339806,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1380,0.11538461538461539,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1374,0.08173076923076923,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1372,0.125,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1389,0.19823788546255505,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1382,0.047619047619047616,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1372,0.06481481481481481,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1389,0.14351851851851852,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1395,0.165,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1383,0.055,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1386,0.04060913705583756,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1385,0.02564102564102564,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1408,0.17346938775510204,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1400,0.13270142180094788,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1406,0.07623318385650224,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1401,0.0867579908675799,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1406,0.1452991452991453,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1402,0.05555555555555555,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1418,0.09787234042553192,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1417,0.14468085106382977,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1412,0.11063829787234042,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1413,0.1278538812785388,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1429,0.08860759493670886,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1430,0.13513513513513514,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1421,0.08571428571428572,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1438,0.21142857142857144,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1428,0.12571428571428572,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1429,0.15428571428571428,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1429,0.05789473684210526,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1440,0.12105263157894737,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1443,0.1631578947368421,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1430,0.0825242718446602,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1446,0.09042553191489362,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1445,0.07389162561576355,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1458,0.1574468085106383,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1443,0.02127659574468085,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1450,0.1,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1450,0.09545454545454546,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1466,0.16818181818181818,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1458,0.08823529411764706,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1458,0.0797872340425532,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1469,0.19117647058823528,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1472,0.12807881773399016,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1468,0.12234042553191489,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1476,0.10465116279069768,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1469,0.16560509554140126,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1472,0.12790697674418605,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1486,0.20930232558139536,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1474,0.05714285714285714,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1485,0.1569767441860465,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1478,0.10638297872340426,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1491,0.13924050632911392,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1494,0.12643678160919541,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1489,0.12138728323699421,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1489,0.06878306878306878,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1505,0.19047619047619047,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1495,0.11274509803921569,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1511,0.13227513227513227,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1500,0.11818181818181818,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1497,0.05853658536585366,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1513,0.18421052631578946,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1507,0.0851063829787234,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1521,0.15517241379310345,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1521,0.16842105263157894,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1512,0.11219512195121951,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1524,0.08636363636363636,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1519,0.12631578947368421,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1535,0.12698412698412698,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1530,0.15789473684210525,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1519,0.12643678160919541,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1533,0.09803921568627451,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1526,0.08636363636363636,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1533,0.0547945205479452,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1544,0.1050228310502283,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1539,0.1323529411764706,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1539,0.07352941176470588,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1535,0.07881773399014778,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1548,0.0593607305936073,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1561,0.13901345291479822,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1548,0.13063063063063063,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1550,0.07623318385650224,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1548,0.11518324607329843,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1562,0.1407766990291262,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1563,0.09178743961352658,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1556,0.08900523560209424,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1567,0.16,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1579,0.21256038647342995,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1567,0.09947643979057591,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1573,0.06349206349206349,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1567,0.08482142857142858,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1576,0.125,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1582,0.1619047619047619,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1583,0.09292035398230089,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1576,0.057777777777777775,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1587,0.12863070539419086,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1595,0.11618257261410789,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1585,0.02666666666666667,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1585,0.07468879668049792,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1596,0.09623430962343096,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1596,0.1228813559322034,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1611,0.1483050847457627,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1602,0.0749063670411985,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1611,0.11155378486055777,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1621,0.16605166051660517,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1606,0.07450980392156863,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1607,0.04428044280442804,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1622,0.1450980392156863,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1633,0.18823529411764706,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1622,0.10196078431372549,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1626,0.12552301255230125,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1626,0.058823529411764705,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1629,0.1062992125984252,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1640,0.12133891213389121,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1627,0.02564102564102564,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1651,0.16917293233082706,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1642,0.14,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1635,0.04887218045112782,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1638,0.018796992481203006,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1645,0.09163346613545817,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1653,0.1148936170212766,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1657,0.13191489361702127,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1645,0.06808510638297872,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1659,0.0811965811965812,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1670,0.1963470319634703,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1657,0.031914893617021274,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1655,0.06372549019607843,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1660,0.12254901960784313,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1668,0.1595744680851064,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1681,0.1925133689839572,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1672,0.0867579908675799,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1665,0.03940886699507389,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1681,0.19148936170212766,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1677,0.08823529411764706,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1676,0.031914893617021274,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1700,0.1963470319634703,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1688,0.13865546218487396,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1684,0.10810810810810811,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1683,0.06224066390041494,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1699,0.0743801652892562,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1700,0.12389380530973451,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1701,0.1592920353982301,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1695,0.061946902654867256,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1698,0.08171206225680934,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1703,0.1115702479338843,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1714,0.06666666666666667,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1718,0.14492753623188406,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1705,0.09417040358744394,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1707,0.10909090909090909,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1712,0.05531914893617021,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1723,0.09787234042553192,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1725,0.10909090909090909,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1729,0.14468085106382977,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1726,0.13725490196078433,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1734,0.1415525114155251,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1726,0.05106382978723404,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1738,0.091324200913242,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1734,0.12946428571428573,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1737,0.14423076923076922,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1732,0.09615384615384616,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1747,0.125,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1738,0.06280193236714976,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1743,0.06763285024154589,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1751,0.13089005235602094,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1758,0.11538461538461539,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1767,0.19617224880382775,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1767,0.12946428571428573,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1755,0.0958904109589041,No,None,Normal,Normal,None,Normal
0,0,1,1,0,1,0,0,1753,0.06779661016949153,No,None,Normal,Normal,None,Normal
